"configuration","problem","model","data_file","status","time","nodes","evaluatedHalfReifiedConstraints","randomSeed","nSolutions","blockType","failures","intVars","peakDepth","variables","restarts","boolVariables","backjumps","oracleDecisions","nogoods","unifiedVariables","solveTime","flatBoolVars","propagators","flatBoolConstraints","flatTime","flatIntConstraints","baseMem","solutions","paths","flatIntVars","run","peakMem","propagations","objective","objectiveBound","extractedViews","userDecisions","initTime","trailMem","evaluatedReifiedConstraints","eliminatedImplications","intVariables","method"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.6016631368548","","104","","0","complete","3933570","","19","","0","","","0","","0","1198.638085","28652","620","9204","1.04762","30636","","","0","10643","results_rect_new","","146248843","","","30004","3942485","0.310797","","19500","52","133","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.449512111023","","232","","0","","","","","","","","","","","","","232","","174","0.099122","345","","","0","157","results_rect_new","","","","","","","","","","116","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8360882652923465","","68","","1","complete","1343","","2548","","0","","","2533","","0","0.133595","8007","312","2567","0.346515","8841","","","0","3124","results_rect_new","","53608","","","8517","1358","0.087321","","5474","34","75","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","723.0781247615814","","1012","","1","complete","3344813","","129","","0","","","110","","0","721.638218","18920","1407","5995","0.710818","20383","","","0","6803","results_rect_new","","356605212","","","18964","3349100","0.198269","","12276","44","109","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","79.75350077729672","","88","","1","complete","395981","","23","","0","","","0","","0","78.579981","16258","453","5214","0.616894","17603","","","0","6161","results_rect_new","","15780013","","","17138","396646","0.172557","","11088","44","105","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7446115072817","","116","","0","complete","3829515","","18","","0","","","0","","0","1198.238591","38222","723","12296","1.34988","40639","","","0","14077","results_rect_new","","162834163","","","39904","3832654","0.408224","","25984","58","151","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.6119947200641036","23374","68","1287201047","1","","22672","103","21","9324","0","9219","680","","22672","","1.33","714","1313","272","0.106302","744","0.0","","0","85","results_rect_new","0.0","8418511","","","","","0.016","0.02","612","34","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.781718365848","","116","","0","complete","3960106","","18","","0","","","0","","0","1198.296025","36453","698","11745","1.31726","38729","","","0","13406","results_rect_new","","158742704","","","38019","3966907","0.382631","","24766","58","147","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.330694116652","7022893","108","-1497247750","0","","6833078","173","16","28866","0","28691","189805","","6833078","","1199.843","1674","3173","567","0.153491","1724","0.0","","0","145","results_rect_new","0.0","4349071802","","","","","0.046","0.05","1512","54","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8467260124162","","116","","0","complete","3873393","","19","","0","","","0","","0","1198.318492","36453","698","11745","1.28689","38729","","","0","13406","results_rect_new","","155504945","","","38019","3879987","0.391056","","24766","58","147","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","451.33560169953853","3322642","92","-402607957","1","","3185175","141","25","18932","0","18789","137444","","3185175","","450.699","1242","2329","437","0.128111","1282","0.0","","0","117","results_rect_new","0.0","1506359629","","","","","0.066","0.05","1104","46","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.4649062128738","6663738","104","532423611","0","","6308880","166","19","28214","0","28046","354849","","6308880","","1199.853","1560","2951","533","0.143915","1608","0.0","","0","139","results_rect_new","0.0","3409537766","","","","","0.046","0.05","1404","52","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.4612560896203","","224","","0","","","","","","","","","","","","","224","","168","0.099328","333","","","0","151","results_rect_new","","","","","","","","","","112","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","807.3200998036191","","88","","1","complete","3368329","","21","","0","","","0","","0","805.912729","17996","484","5764","0.673691","19460","","","0","6803","results_rect_new","","111745744","","","18964","3372443","0.188393","","12276","44","109","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","ALL_SOLUTIONS","0.3307792777195573","","120","","1","","1314","","","","","148","","","","","0.083761","120","","90","0.091106","177","","","0","73","results_rect_new","","82854","0","0","","","","","","60","","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","82.03992413170636","","84","","1","complete","395660","","20","","0","","","0","","0","80.851022","15498","447","4956","0.597937","16839","","","0","5905","results_rect_new","","15585746","","","16380","396284","0.164798","","10584","42","103","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.6179014779627","","100","","0","complete","4012131","","16","","0","","","0","","0","1198.763701","25175","578","8075","0.963064","27015","","","0","9408","results_rect_new","","134550776","","","26425","4017296","0.269959","","17150","50","127","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.698179293424","","1404","","0","complete","4360639","","19","","0","","","0","","0","1198.566235","29952","1919","9529","1.11184","31935","","","0","10643","results_rect_new","","595279999","","","30004","4370524","0.320718","","19500","52","133","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","ALL_SOLUTIONS","1.90850037522614","","144","","1","","30243","","","","","293","","","","","1.6764","144","","108","0.095101","213","","","0","91","results_rect_new","","2206681","0","0","","","","","","72","","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.84023301769048","","76","","1","complete","24761","","20","","0","","","0","","0","3.78272","11780","387","3762","0.497884","12901","","","0","4543","results_rect_new","","1026448","","","12502","24839","0.128554","","8056","38","91","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7940505826845765","","64","","1","complete","1188","","2094","","0","","","2080","","0","0.121387","6592","282","2112","0.310447","7334","","","0","2603","results_rect_new","","53830","","","7040","1202","0.07343","","4512","32","69","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.554654349573","","104","","0","complete","4057598","","16","","0","","","0","","0","1198.730192","26208","584","8424","0.992513","28052","","","0","9755","results_rect_new","","136604141","","","27456","4063051","0.277763","","17836","52","129","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","258.583798202686","14244726","168","","1","","7122281","","61","281","0","","","","","","258.218","168","377","126","0.102806","249","","1","0","109","results_rect_new","","207704890","","","","","0.00431","","","84","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.4990214444697","","96","","0","complete","4391330","","16","","0","","","0","","0","1198.869227","22896","550","7344","0.882212","24610","","","0","8575","results_rect_new","","145844660","","","24048","4394853","0.246142","","15600","48","121","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.5654469449073","","100","","0","complete","4285898","","16","","0","","","0","","0","1198.87296","23875","556","7675","0.862085","25593","","","0","8904","results_rect_new","","141747652","","","25025","4289400","0.261989","","16250","50","123","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.769137958064675","","76","","1","complete","24761","","20","","0","","","0","","0","3.712175","11780","387","3762","0.474815","12901","","","0","4543","results_rect_new","","1026448","","","12502","24839","0.129528","","8056","38","91","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.6641672505066","","112","","0","complete","3459647","","16","","0","","","0","","0","1198.46588","32452","655","10444","1.17578","34575","","","0","11991","results_rect_new","","138498793","","","33908","3461877","0.354591","","22064","56","141","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.689508988522","","92","","0","complete","4498795","","18","","0","","","0","","0","1199.047046","19964","511","6394","0.742885","21545","","","0","7527","results_rect_new","","150431350","","","21022","4502208","0.209459","","13616","46","115","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","24.312303947284818","","80","","1","complete","141508","","21","","0","","","0","","0","23.140355","13820","421","4420","0.560684","15053","","","0","5283","results_rect_new","","5431841","","","14620","141766","0.147652","","9440","40","97","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","ALL_SOLUTIONS","746.941435361281","","192","","1","","10452600","","","","","532","","","","","746.602","192","","144","0.095194","283","","","0","123","results_rect_new","","966353428","0","0","","","","","","96","","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6731553385034","","1404","","0","complete","4574857","","16","","0","","","0","","0","1198.666073","27508","1883","8749","1.02949","29351","","","0","9755","results_rect_new","","555190727","","","27456","4580818","0.301843","","17836","52","129","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","24.245682079344988","","80","","1","complete","141489","","21","","0","","","0","","0","23.053833","13820","421","4420","0.59214","15053","","","0","5283","results_rect_new","","5435243","","","14620","141756","0.147156","","9440","40","97","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","24.932421857491136","","84","","1","complete","141490","","22","","0","","","0","","0","23.71983","14532","427","4662","0.571437","15769","","","0","5523","results_rect_new","","5449832","","","15330","141753","0.154367","","9912","42","99","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.921709543094039","","72","","1","complete","24681","","19","","0","","","0","","0","3.022067","9162","335","2934","0.390836","10085","","","0","3561","results_rect_new","","906311","","","9738","24747","0.100817","","6264","36","81","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","ALL_SOLUTIONS","2.01233187969774","","136","","1","","32984","","","","","251","","","","","1.76817","136","","102","0.095359","201","","","0","85","results_rect_new","","2194805","0","0","","","","","","68","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.8494385024532676","","72","","1","complete","22182","","19","","0","","","0","","0","2.968414","10368","362","3312","0.426356","11390","","","0","4015","results_rect_new","","855316","","","11016","22260","0.113042","","7092","36","85","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.858942869119346","241576","136","","1","","120774","","43","225","0","","","","","","3.60994","136","305","102","0.090439","201","","1","0","85","results_rect_new","","5499248","","","","","0.001965","","","68","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.750170312821865","23765","76","-2144513483","1","","22882","117","20","12414","0","12295","864","","22882","","1.476","874","1621","323","0.108581","908","0.0","","0","97","results_rect_new","0.0","9508649","","","","","0.021","0.04","760","38","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","4.125194380059838","","72","","1","complete","22150","","19","","0","","","0","","0","3.157197","10368","362","3312","0.427149","11390","","","0","4015","results_rect_new","","831686","","","11016","22220","0.113407","","7092","36","85","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6564412117004","","104","","0","complete","3907402","","16","","0","","","0","","0","1198.713126","26208","584","8424","1.00072","28052","","","0","9755","results_rect_new","","131886600","","","27456","3912702","0.28226","","17836","52","129","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","ALL_SOLUTIONS","2.1135048931464553","","144","","1","","32983","","","","","270","","","","","1.87269","144","","108","0.098679","211","","","0","87","results_rect_new","","2201001","0","0","","","","","","72","","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.1686429707333446","","760","","1","complete","24142","","82","","0","","","63","","0","3.121683","12464","1069","3933","0.535511","13584","","","0","4543","results_rect_new","","2867069","","","12502","24220","0.134742","","8056","38","91","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","21.686949534341693","","840","","1","complete","141432","","102","","0","","","81","","0","20.591073","14580","1179","4610","0.581086","15812","","","0","5283","results_rect_new","","16362248","","","14620","141707","0.154325","","9440","40","97","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","24.431459738872945","","80","","1","complete","141508","","21","","0","","","0","","0","23.379442","13820","421","4420","0.549808","15053","","","0","5283","results_rect_new","","5431841","","","14620","141766","0.14708","","9440","40","97","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","79.54912372026592","","84","","1","complete","396337","","21","","0","","","0","","0","78.327454","15498","447","4956","0.601891","16839","","","0","5905","results_rect_new","","15719345","","","16380","396985","0.167042","","10584","42","103","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.9409958785399795","","72","","1","complete","24680","","19","","0","","","0","","0","2.940071","9162","335","2934","0.413542","10085","","","0","3561","results_rect_new","","907862","","","9738","24749","0.101586","","6264","36","81","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.9056745618581772","","544","","1","complete","1184","","2625","","0","","","2611","","0","0.108514","7072","758","2232","0.333121","7813","","","0","2603","results_rect_new","","136933","","","7040","1198","0.081133","","4512","32","69","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","11.18754973821342","550308","144","","1","","275139","","47","233","0","","","","","","10.9311","144","321","108","0.092487","211","","1","0","87","results_rect_new","","19009572","","","","","0.001943","","","72","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.767867591232","","120","","0","complete","3752827","","18","","0","","","0","","0","1198.199109","39570","729","12750","1.37543","41991","","","0","14529","results_rect_new","","159688265","","","41250","3755976","0.421242","","26880","60","153","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.3693767609075","6989968","112","1164617963","0","","6800693","176","16","29784","0","29606","189264","","6800693","","1199.84","1792","3399","602","0.157914","1842","0.0","","0","147","results_rect_new","0.0","4535025735","","","","","0.048","0.05","1624","56","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.862615977414","","116","","0","complete","3889286","","19","","0","","","0","","0","1198.307841","36453","698","11745","1.29971","38729","","","0","13406","results_rect_new","","156075828","","","38019","3895936","0.389293","","24766","58","147","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","818.4601337611675","","88","","1","complete","3370525","","21","","0","","","0","","0","817.097836","17996","484","5764","0.680071","19460","","","0","6803","results_rect_new","","111627622","","","18964","3374679","0.189399","","12276","44","109","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.6928255856037","","112","","0","complete","3970882","","18","","0","","","0","","0","1198.373194","35168","692","11312","1.25388","37440","","","0","12975","results_rect_new","","158517542","","","36736","3977640","0.37375","","23912","56","145","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.339335235767","7732619","96","1090564638","0","","7494517","152","16","22876","0","22722","238093","","7494517","","1199.864","1344","2531","468","0.132751","1388","0.0","","0","127","results_rect_new","0.0","3672001393","","","","","0.036","0.05","1200","48","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9494617655873299","","68","","1","complete","1343","","2548","","0","","","2533","","0","0.13501","8007","312","2567","0.371781","8841","","","0","3124","results_rect_new","","53608","","","8517","1358","0.089846","","5474","34","75","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","4.024381635710597","","72","","1","complete","24668","","18","","0","","","0","","0","3.192262","9162","335","2934","0.389656","10085","","","0","3561","results_rect_new","","886680","","","9738","24739","0.099136","","6264","36","81","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7928118268028","","116","","0","complete","3864442","","18","","0","","","0","","0","1198.239322","38222","723","12296","1.3572","40639","","","0","14077","results_rect_new","","163363237","","","39904","3867667","0.401376","","25984","58","151","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.4577985452488","6625114","108","-1997654187","0","","6272744","169","19","29090","0","28919","352359","","6272744","","1199.835","1674","3169","567","0.161175","1722","0.0","","0","141","results_rect_new","0.0","3576829490","","","","","0.047","0.05","1512","54","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","ALL_SOLUTIONS","42.3093691682443","","168","","1","","620301","","","","","435","","","","","42.0422","168","","126","0.107451","249","","","0","109","results_rect_new","","51523272","0","0","","","","","","84","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","25.530965716578066","","80","","1","complete","141489","","21","","0","","","0","","0","24.486794","13820","421","4420","0.547579","15053","","","0","5283","results_rect_new","","5408353","","","14620","141761","0.148336","","9440","40","97","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","24.328822475858033","","80","","1","complete","141489","","21","","0","","","0","","0","23.287015","13820","421","4420","0.550119","15053","","","0","5283","results_rect_new","","5435243","","","14620","141756","0.146682","","9440","40","97","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","ALL_SOLUTIONS","434.8100369591266","","176","","1","","6160276","","","","","607","","","","","434.348","176","","132","0.104517","261","","","0","115","results_rect_new","","574550905","0","0","","","","","","88","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.1648414274678","63019794","184","","0","","31509841","","57","309","0","","","","","","1199.9","184","413","138","0.092583","273","","0","0","121","results_rect_new","","845072070","","","","","0.005011","","","92","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","ALL_SOLUTIONS","427.5185180241242","","176","","1","","6160276","","","","","607","","","","","427.153","176","","132","0.093483","261","","","0","115","results_rect_new","","574550905","0","0","","","","","","88","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","82.34703009575605","","84","","1","complete","396068","","20","","0","","","0","","0","81.142095","15498","447","4956","0.61247","16839","","","0","5905","results_rect_new","","15109625","","","16380","396683","0.164423","","10584","42","103","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.9999947361648083","","72","","1","complete","24681","","19","","0","","","0","","0","3.004232","9162","335","2934","0.41299","10085","","","0","3561","results_rect_new","","906311","","","9738","24747","0.099509","","6264","36","81","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.839503403753042","","68","","1","complete","24669","","17","","0","","","0","","0","3.079283","8636","329","2754","0.389393","9555","","","0","3383","results_rect_new","","884461","","","9214","24734","0.092535","","5916","34","79","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","830.629797806032","","88","","1","complete","3360107","","21","","0","","","0","","0","829.286263","17996","484","5764","0.686809","19460","","","0","6803","results_rect_new","","111062060","","","18964","3364271","0.187098","","12276","44","109","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","80.92882503103465","","84","","1","complete","397805","","20","","0","","","0","","0","79.715554","15498","447","4956","0.648917","16839","","","0","5905","results_rect_new","","15779710","","","16380","398450","0.164841","","10584","42","103","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","24.933527387678623","","80","","1","complete","141489","","21","","0","","","0","","0","23.845897","13820","421","4420","0.547301","15053","","","0","5283","results_rect_new","","5435243","","","14620","141756","0.148482","","9440","40","97","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.7698477134108543","24005","80","-137627590","1","","22882","120","23","12936","0","12814","1101","","22882","","1.499","960","1783","350","0.111132","994","0.0","","0","99","results_rect_new","0.0","10228369","","","","","0.022","0.04","840","40","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.33621880505234003","6036","120","","1","","3010","","26","197","0","","","","","","0.07844","120","269","90","0.093497","177","","1","0","73","results_rect_new","","158957","","","","","0.001657","","","60","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.647804800421","","112","","0","complete","3568964","","16","","0","","","0","","0","1198.479888","32452","655","10444","1.17079","34575","","","0","11991","results_rect_new","","142460566","","","33908","3571311","0.34578","","22064","56","141","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8174332156777","","1740","","0","complete","4333646","","19","","0","","","0","","0","1198.216416","38077","2321","12151","1.37629","40352","","","0","13406","results_rect_new","","636718429","","","38019","4342038","0.403149","","24766","58","147","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","24.560695783235133","","84","","1","complete","141674","","22","","0","","","0","","0","23.426809","14532","427","4662","0.578338","15769","","","0","5523","results_rect_new","","5456104","","","15330","141953","0.156809","","9912","42","99","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.8231974150985479","","60","","1","complete","1183","","1948","","0","","","1935","","0","0.131883","6165","276","1965","0.28784","6903","","","0","2458","results_rect_new","","51502","","","6615","1196","0.069782","","4230","30","67","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6257112957537","","104","","0","complete","4038520","","16","","0","","","0","","0","1198.731809","26208","584","8424","0.983169","28052","","","0","9755","results_rect_new","","136029698","","","27456","4043955","0.282082","","17836","52","129","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","5.181382260285318","","80","","1","complete","25638","","21","","0","","","0","","0","4.152281","12420","393","3980","0.510484","13545","","","0","4759","results_rect_new","","1109569","","","13140","25715","0.136776","","8480","40","93","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","712.4988185614347","","1012","","1","complete","3343557","","128","","0","","","110","","0","710.902261","18920","1407","5995","0.767902","20383","","","0","6803","results_rect_new","","356558499","","","18964","3347844","0.196035","","12276","44","109","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8653789460659027","","64","","1","complete","1343","","2381","","0","","","2368","","0","0.130305","7520","306","2400","0.346179","8350","","","0","2959","results_rect_new","","53437","","","8032","1356","0.083617","","5152","32","73","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","16.39547214936465","136872","84","407783316","1","","132118","127","24","14848","0","14719","4729","","132118","","16.106","1050","1957","378","0.114654","1086","0.0","","0","105","results_rect_new","0.0","59275190","","","","","0.025","0.04","924","42","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8505031261593103","","68","","1","complete","1343","","2548","","0","","","2533","","0","0.151545","8007","312","2567","0.350422","8841","","","0","3124","results_rect_new","","54296","","","8517","1358","0.089043","","5474","34","75","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.6908272868022","","100","","0","complete","4010058","","16","","0","","","0","","0","1198.741505","25175","578","8075","0.986758","27015","","","0","9408","results_rect_new","","134490654","","","26425","4015217","0.27198","","17150","50","127","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.3204975305125117","","684","","1","complete","24557","","77","","0","","","58","","0","2.462517","9774","944","3087","0.412709","10696","","","0","3561","results_rect_new","","2480966","","","9738","24623","0.105915","","6264","36","81","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.6407374264672399","23492","72","-249040534","1","","22672","106","24","9762","0","9654","795","","22672","","1.348","792","1459","297","0.109355","822","0.0","","0","87","results_rect_new","0.0","9076049","","","","","0.018","0.02","684","36","","satisfy"
