"configuration","problem","model","data_file","status","time","propagators","flatBoolVars","evaluatedHalfReifiedConstraints","blockType","flatIntConstraints","initTime","userDecisions","evaluatedReifiedConstraints","nSolutions","solveTime","flatBoolConstraints","extractedViews","flatTime","peakDepth","method","restarts","oracleDecisions","propagations","unifiedVariables","failures","paths","run","objective","flatIntVars","intVariables"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.9308911059052","152061","381858","1318","init","529883","12.29276","","264931","0","","116026","306085","15.8005","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.7696471121162","96277","219411","851","init","314333","8.714527","","151921","1","","66933","164982","8.7906","","minimize","","","","0","","0","results_carpet","1933","157346","55219"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.6758144414052","96277","219411","851","init","314333","8.548614","","151921","0","","66933","164982","8.66527","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.1126941014081","55926","131429","428","init","191572","4.132988","","92057","0","","39113","102874","5.5225","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.2247407380491","55926","131429","428","init","191572","4.102997","","92057","0","","39113","102874","5.56448","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","OPTIMAL_SOLUTION","154.39430981408805","66784","67662","225","complete","101079","3.554624","5117","46692","32","145.109732","20845","46696","2.80155","54618","minimize","0","1716759","34420441","0","4448","0","results_carpet","559","51819","25910"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.2380467802286","39575","67662","225","init","101079","3.120225","","46692","0","","20845","46696","2.80975","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.3193856505677","26843","38481","1532","init","70595","1.016155","","29066","0","","8371","31126","2.13788","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.6249364605173","85281","226725","1031","init","310217","8.083161","","156361","0","","69684","181479","8.96872","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.7044956637546","32968","46170","1635","init","88225","1.542851","","35186","90","","9859","35315","2.42904","","minimize","","","","0","","0","results_carpet","4108","50479","9312"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","OPTIMAL_SOLUTION","262.0154249612242","40819","46170","1635","complete","88225","2.637737","2069","35186","121","255.360406","9859","35315","2.2789","207658","minimize","17","8469005","48324837","0","3399","0","results_carpet","2033","50479","24734"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.9989690529183","53097","85313","4732","init","142671","2.535028","","60675","0","","21244","62688","4.13596","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.5079520149156","152061","381858","1318","init","529883","12.562423","","264931","0","","116026","306085","16.110399","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.9513246873394","96277","219411","851","init","314333","8.539772","","151921","0","","66933","164982","8.97205","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1205.388664974831","62286","93583","4179","init","154825","2.29555","","67551","0","","23050","73929","5.0782","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1205.8284570854157","81113","172680","948","init","222683","5.240847","","117680","0","","54379","143748","6.6561","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.7387707652524","81113","172680","948","init","222683","6.061787","","117680","0","","54379","143748","6.6884","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9326637145132","41175","74443","3478","init","118711","1.701711","","52989","0","","19008","58991","3.61643","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1207.0266653876752","82422","246973","1225","init","326937","7.684026","","169682","0","","76477","204778","10.219","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.357545168139","44826","67230","149","init","109747","2.704971","","48118","0","","19034","48122","2.65288","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.975538204424","53097","85313","4732","init","142671","2.577385","","60675","0","","21244","62688","4.10816","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","OPTIMAL_SOLUTION","149.31441634800285","61776","63956","114","complete","104804","3.590085","0","45800","1","139.796633","18110","45800","2.91757","72026","minimize","0","74466","76365129","0","2304","0","results_carpet","815","55441","27717"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1205.4705507736653","81113","172680","948","init","222683","5.479351","","117680","0","","54379","143748","7.30633","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7457967158407","37558","65242","4004","init","98928","1.80585","","45238","0","","17186","51459","3.04194","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.896193427965","82422","246973","1225","init","326937","7.591988","","169682","0","","76477","204778","10.1939","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.701404123567","54286","75238","4160","init","138846","2.445298","","55743","168","","16540","55862","3.9996","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.7175822220743","81113","172680","948","init","222683","6.632422","","117680","0","","54379","143748","7.08543","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.5671645747498","81113","172680","948","init","222683","5.25917","","117680","0","","54379","143748","6.62365","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","SATISFIED","1204.8324497239664","100021","172680","948","complete","222683","5.737258","67471","117680","10","1187.747061","54379","143748","6.67328","100812","minimize","0","1003990","48239108","0","66518","0","results_carpet","788","100973","37447"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.6795240156353","32968","46170","1635","init","88225","1.593113","","35186","373","","9859","35315","2.51273","","minimize","","","","0","","0","results_carpet","2332","50479","9312"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.4620194882154","55926","131429","428","init","191572","4.054166","","92057","0","","39113","102874","5.63099","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1203.011856984347","26843","38481","1532","init","70595","1.00763","","29066","0","","8371","31126","2.15698","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9637553095818","41175","74443","3478","init","118711","1.680072","","52989","0","","19008","58991","3.58327","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1204.6458853306249","39104","63956","114","init","104804","2.796887","","45800","0","","18110","45800","2.75663","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.4311058875173","37430","79261","4559","init","117453","1.993276","","54874","0","","21155","63972","3.71679","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1204.0948487492278","41175","74443","3478","init","118711","1.727204","","52989","0","","19008","58991","3.83352","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.8106328807771","26843","38481","1532","init","70595","0.953296","","29066","0","","8371","31126","2.15693","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7519110776484","37558","65242","4004","init","98928","1.770867","","45238","0","","17186","51459","3.10242","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7351545784622","37558","65242","4004","init","98928","1.768506","","45238","0","","17186","51459","3.09046","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1203.243561429903","37558","65242","4004","init","98928","1.822124","","45238","0","","17186","51459","3.17494","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1205.3892741473392","62286","93583","4179","init","154825","2.299746","","67551","0","","23050","73929","5.07835","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.83792097494","152061","381858","1318","init","529883","12.235581","","264931","0","","116026","306085","15.6913","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1203.7680251011625","37430","79261","4559","init","117453","2.016557","","54874","0","","21155","63972","3.81525","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.2418674807996","54286","75238","4160","init","138846","2.378887","","55743","0","","16540","55862","3.96617","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.4015205278993","44826","67230","149","init","109747","2.710371","","48118","0","","19034","48122","2.67998","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1204.3536286083981","44826","67230","149","init","109747","2.836414","","48118","0","","19034","48122","2.80388","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.9777636183426","152061","381858","1318","init","529883","12.46057","","264931","0","","116026","306085","16.1625","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.8683347068727","55926","131429","428","init","191572","4.040102","","92057","0","","39113","102874","5.61641","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.2206072937697","54286","75238","4160","init","138846","2.348763","","55743","0","","16540","55862","3.84999","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1207.8607403459027","82422","246973","1225","init","326937","7.491244","","169682","0","","76477","204778","9.71131","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.6993199223652","81113","172680","948","init","222683","5.643922","","117680","0","","54379","143748","6.59096","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1203.2020420506597","26843","38481","1532","init","70595","0.965909","","29066","0","","8371","31126","1.99053","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.8825356010348","55926","131429","428","init","191572","4.152232","","92057","0","","39113","102874","5.8167","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.6845183558762","32968","46170","1635","init","88225","1.547359","","35186","373","","9859","35315","2.4081","","minimize","","","","0","","0","results_carpet","2332","50479","9312"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1206.0536161167547","96277","219411","851","init","314333","8.681381","","151921","0","","66933","164982","9.19751","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.2100992510095","38852","60917","1870","init","107170","1.816011","","44960","0","","14622","46303","3.38464","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.80541353859","96277","219411","851","init","314333","8.600347","","151921","1","","66933","164982","8.93109","","minimize","","","","0","","0","results_carpet","1933","157346","55219"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.7243777541444","179506","219411","851","init","314333","10.265776","","151921","269","","66933","164982","8.77647","","minimize","","","","0","","0","results_carpet","1439","157346","72143"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.0785337416455","82422","246973","1225","complete","326937","7.598421","59128309","169682","0","1182.803919","76477","204778","10.3718","139156","minimize","0","0","145991700","0","5293","0","results_carpet","","151903","44537"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","OPTIMAL_SOLUTION","206.9434708096087","66784","67662","225","complete","101079","3.567045","2514","46692","99","197.407861","20845","46696","2.80973","53777","minimize","1","5314856","58729734","0","2377","0","results_carpet","559","51819","25910"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1207.9790482120588","96277","219411","851","init","314333","8.647038","","151921","0","","66933","164982","9.24823","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1203.2233395129442","38852","60917","1870","init","107170","1.739993","","44960","0","","14622","46303","3.01214","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.2714869743213","53097","85313","4732","init","142671","2.50039","","60675","0","","21244","62688","4.14422","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","SATISFIED","1206.3113871617243","146047","246973","1225","complete","326937","8.680585","5355","169682","207","1180.8729","76477","204778","10.5522","153710","minimize","54","31820565","343409877","0","8365","0","results_carpet","1174","151903","58395"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.9659550767392","32968","46170","1635","init","88225","1.495599","","35186","90","","9859","35315","2.35217","","minimize","","","","0","","0","results_carpet","4108","50479","9312"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.7906883116812","26843","38481","1532","init","70595","0.963585","","29066","0","","8371","31126","2.14246","","minimize","","","","0","","0","results_carpet","","39090","7348"
