"configuration","problem","model","data_file","status","time","run","objective"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","15.121","results_container","10080"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","15.269","results_container","9360"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","15.375","results_container","9165"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","16.507","results_container","8788"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","16.777","results_container","8619"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","35.212","results_container","8352"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","45.679","results_container","8096"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","55.744","results_container","7920"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","61.819","results_container","7875"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","96.394","results_container","7616"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","137.21","results_container","7452"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","174.502","results_container","7392"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","204.976","results_container","7350"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","205.189","results_container","7200"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","215.005","results_container","7050"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","257.595","results_container","7040"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","289.612","results_container","6993"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","328.662","results_container","6820"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","335.708","results_container","6600"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","438.403","results_container","6552"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","438.554","results_container","6384"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","445.17","results_container","6216"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","523.074","results_container","6144"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","657.789","results_container","6075"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","681.613","results_container","6048"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","710.409","results_container","6006"
