"configuration","problem","model","data_file","status","time","eliminatedImplications","flatTime","method","propagations","userDecisions","nSolutions","extractedViews","intVariables","flatBoolConstraints","evaluatedHalfReifiedConstraints","flatIntConstraints","propagators","flatIntVars","blockType","flatBoolVars","failures","run","initTime","paths","unifiedVariables","restarts","solveTime","peakDepth","evaluatedReifiedConstraints","oracleDecisions"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","82.14439722383395","42","0.644701","satisfy","17992582","403247","1","16380","103","4956","84","16839","488","5905","complete","15498","402602","results_rect_merge","0.156382","0","0","0","80.909016","20","10584","0"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8229700019583106","34","0.339201","satisfy","70449","1383","1","8517","75","2567","68","8841","343","3124","complete","8007","1369","results_rect_merge","0.085742","0","0","0","0.144898","2548","5474","2533"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","149.6398224271834","48","0.756656","satisfy","32104554","463635","1","21912","117","6696","96","22441","561","7827","complete","20856","617268","results_rect_merge","0.209546","0","0","14459","148.175711","1163","14208","321622"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","208.6006018789485","56","1.13382","satisfy","42396668","486380","1","33908","141","10444","112","34575","707","11991","complete","32452","630406","results_rect_merge","0.339542","0","0","18345","206.499769","1984","22064","423370"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.930471575818956","36","0.370198","satisfy","1042661","25347","1","9738","81","2934","72","10085","368","3561","complete","9162","25261","results_rect_merge","0.094349","0","0","0","3.193178","19","6264","0"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.3646898781880736","40","0.569243","satisfy","135736","0","1","14620","97","4420","80","15053","460","5283","complete","13820","1363","results_rect_merge","0.143285","0","0","0","0.268977","4475","9440","6055"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","11.066269159317017","50","0.894016","satisfy","2695889","33944","1","26425","127","8075","100","27015","626","9408","complete","25175","47542","results_rect_merge","0.247434","0","0","745","9.417806","621","17150","20424"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","1.6780553068965673","46","0.671027","satisfy","153734","0","1","19803","111","6049","92","20305","532","7086","complete","18837","1485","results_rect_merge","0.186592","0","0","0","0.412149","6127","12834","7884"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","3.0756923081353307","56","1.13339","satisfy","769735","0","1","33908","141","10444","112","34575","707","11991","complete","32452","1736","results_rect_merge","0.338592","0","0","0","0.841206","10573","22064","19541"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","1.593197913840413","44","0.637338","satisfy","152754","0","1","18964","109","5764","88","19460","526","6803","complete","17996","1485","results_rect_merge","0.174988","0","0","0","0.384824","5842","12276","7599"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","3.8086552028544247","58","1.37612","satisfy","721317","0","1","39904","151","12296","116","40639","779","14077","complete","38222","2531","results_rect_merge","0.400832","0","0","0","1.306376","8826","25984","11521"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","3.651573398616165","58","1.26854","satisfy","811079","0","1","38019","147","11745","116","38729","752","13406","complete","36453","2777","results_rect_merge","0.376885","0","0","0","1.239591","8442","24766","11244"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","3.8162827170453966","60","1.39788","satisfy","728340","0","1","41250","153","12750","120","41991","785","14529","complete","39570","2532","results_rect_merge","0.401799","0","0","0","1.290451","9169","26880","11925"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","2.289966751821339","50","0.948199","satisfy","211434","0","1","26425","127","8075","100","27015","626","9408","complete","25175","1573","results_rect_merge","0.257672","0","0","0","0.574165","8156","17150","11071"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.517680387944","52","0.965884","satisfy","149782032","4170775","0","27456","129","8424","104","28052","632","9755","complete","26208","4165700","results_rect_merge","0.268423","0","0","0","1198.764756","15","17836","0"
