"configuration","problem","model","data_file","status","time","variables","flatBoolConstraints","flatIntVars","objective","unifiedVariables","evaluatedReifiedConstraints","propagations","paths","propagators","trailMem","initTime","nodes","method","failures","userDecisions","baseMem","nogoods","restarts","boolVariables","nSolutions","evaluatedHalfReifiedConstraints","run","peakMem","oracleDecisions","randomSeed","solveTime","blockType","flatIntConstraints","backjumps","eliminatedImplications","flatTime","peakDepth","intVars","flatBoolVars","intVariables","objectiveBound","solutions","extractedViews"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.6157690230756998","11404","323","93","","","760","8228827","0","1617","0.04","0.022","21046","satisfy","20168","","0.0","20168","0","11289","1","76","results_rect","0.0","","1139995050","1.327","","906","855","38","0.118632","22","113","874","","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.33004628494381905","7178","248","75","","","544","534080","0","1167","0.02","0.013","1148","satisfy","1089","","0.0","1089","0","7084","1","64","results_rect","0.0","","-1984577096","0.053","","666","43","32","0.110435","15","92","640","","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","5.032661151140928","239","108","91","","","","5502465","0","323","","0.009588","347151","satisfy","173558","","","","0","","1","144","results_rect","","","","4.76688","","213","","72","0.090169","47","","144","","","1",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","15.46474527567625","","8749","9755","","0","17836","17403678","0","1883","","0.282639","","satisfy","66483","42035","","","938","","1","1404","results_rect","","34161","","13.680957","complete","29351","","52","0.967731","1416","","27508","129","","","27456"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.826731214299798","","2520","2959","","0","5152","223624","0","782","","0.085679","","satisfy","1378","1390","","","0","","1","544","results_rect","","2902","","0.128664","complete","8829","","32","0.356492","2915","","8000","73","","","8032"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","6.2269931100308895","247","114","93","","","","7240705","0","339","","0.001898","385093","satisfy","192527","","","","0","","1","152","results_rect","","","","6.00798","","223","","76","0.089571","51","","152","","","1",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.34346331655979156","219","102","81","","","","207961","0","303","","0.001764","8216","satisfy","4095","","","","0","","1","136","results_rect","","","","0.114244","","199","","68","0.086012","34","","136","","","1",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","48.76926555670798","16026","378","109","","","924","170466648","0","1961","0.04","0.026","391168","satisfy","374587","","0.0","374587","0","15893","1","84","results_rect","0.0","","-1471124059","48.449","","1088","16558","42","0.124626","22","131","1050","","","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","2.946610663086176","","6647","7527","","0","13616","1906766","0","1522","","0.214856","","satisfy","8758","7042","","","107","","1","1104","results_rect","","3015","","1.506381","complete","22556","","46","0.75705","272","","20976","115","","","21022"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.2695522643626","25214","500","133","","","1300","3649501295","0","2737","0.05","0.04","7596980","satisfy","7253166","","0.0","7253166","0","25053","0","100","results_rect","0.0","","1025364222","1199.868","","1496","343805","50","0.128866","17","159","1450","","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.0308345910161734","","108","87","0","","","2201001","0","","","","","satisfy","32983","","","","","270","1","144","results_rect","","","","1.76726","","211","","72","0.100405","","","144","","0","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","18.671653540804982","14274","350","103","","","840","55491142","0","1787","0.04","0.024","136679","satisfy","132118","","0.0","132118","0","14148","1","80","results_rect","0.0","","-614054773","18.371","","996","4540","40","0.116988","20","124","960","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","1.404243828728795","","5166","5905","","0","10584","314854","0","1286","","0.173467","","satisfy","1352","0","","","0","","1","924","results_rect","","7621","","0.208756","complete","17678","","42","0.647818","5997","","16338","103","","","16380"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.197085628286","387","174","153","","","","823518600","0","519","","0.003752","54611300","satisfy","27305640","","","","0","","0","232","results_rect","","","","1199.9","","343","","116","0.10428","60","","232","","","0",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.3219831008464098","","102","81","0","","","86328","0","","","","","satisfy","1674","","","","","143","1","136","results_rect","","","","0.097059","","199","","68","0.092354","","","136","","0","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.5563494712114334","","4170","4759","","0","8480","770635","0","1151","","0.137287","","satisfy","3718","2723","","","39","","1","840","results_rect","","1515","","0.520076","complete","14304","","40","0.507559","227","","13180","93","","","13140"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","50.09506317228079","","11690","12975","","0","23912","49480248","0","2203","","0.38391","","satisfy","211188","149602","","","5235","","1","1624","results_rect","","122078","","47.760024","complete","38951","","56","1.26418","2150","","36680","145","","","36736"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.5122638400644","","7975","8904","","0","16250","683746686","0","1755","","0.264522","","satisfy","5168545","5172594","","","0","","0","1300","results_rect","","0","","1198.856306","complete","26792","","50","0.876098","16","","25075","123","","","25025"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","41.06973165087402","","132","111","0","","","51631820","0","","","","","satisfy","620302","","","","","460","1","176","results_rect","","","","40.8322","","259","","88","0.097905","","","176","","0","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","445.3289924617857","18264","407","115","","","1012","1416483095","0","2143","0.05","0.03","3321103","satisfy","3185175","","0.0","3185175","0","18124","1","88","results_rect","0.0","","-147943283","445.015","","1184","135910","44","0.117577","21","138","1144","","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","10.828560737892985","233","108","87","","","","19009572","0","321","","0.001831","550308","satisfy","275139","","","","0","","1","144","results_rect","","","","10.5459","","211","","72","0.101672","47","","144","","","1",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.32613386400043964","8090","248","79","","","544","500789","0","1171","0.02","0.014","1233","satisfy","1182","","0.0","1182","0","7992","1","64","results_rect","0.0","","-983913428","0.057","","668","38","32","0.110823","12","96","640","","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","12.80593477934599","","120","103","0","","","15874730","0","","","","","satisfy","209027","","","","","324","1","160","results_rect","","","","12.568","","237","","80","0.095797","","","160","","0","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","2.813568040728569","","9936","11022","","0","20250","1135254","0","2029","","0.329999","","satisfy","1992","0","","","0","","1","1512","results_rect","","19977","","0.543384","complete","33172","","54","1.14219","11236","","31185","135","","","31131"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.6388714313507","","6972","7827","","0","14208","698115185","0","1620","","0.228555","","satisfy","5123031","5127107","","","0","","0","1200","results_rect","","0","","1198.966098","complete","23544","","48","0.804004","20","","21960","117","","","21912"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.3187240548432","33194","638","153","","","1740","4372002965","0","3637","0.05","0.053","7128805","satisfy","6808339","","0.0","6808339","0","33009","0","116","results_rect","0.0","","-117221853","1199.84","","1966","320454","58","0.156972","20","183","1914","","","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","8.66693607531488","","5166","5905","","0","10584","9289885","0","1286","","0.166588","","satisfy","44955","35273","","","1427","","1","924","results_rect","","21177","","7.518953","complete","17678","","42","0.609596","255","","16338","103","","","16380"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.2362274341285","34814","638","157","","","1740","3870410894","0","3641","0.05","0.054","6796306","satisfy","6580166","","0.0","6580166","0","34625","0","116","results_rect","0.0","","326964763","1199.856","","1968","216126","58","0.141164","18","187","1914","","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.1728353518993","337","150","133","","","","674239554","0","449","","0.002464","61222032","satisfy","30610914","","","","0","","0","200","results_rect","","","","1199.9","","297","","100","0.100001","54","","200","","","0",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","10.740371180698276","","8375","9408","","0","17150","10270100","0","1777","","0.271333","","satisfy","49162","33920","","","745","","1","1300","results_rect","","22205","","8.923049","complete","28214","","50","0.973485","469","","26375","127","","","26425"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.3894427511841059","205","96","75","","","","183306","0","285","","0.00977","6400","satisfy","3191","","","","0","","1","128","results_rect","","","","0.091633","","187","","64","0.095402","31","","128","","","1",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7427363954484463","","2070","2458","","0","4230","234152","0","692","","0.072094","","satisfy","1307","1320","","","0","","1","480","results_rect","","2402","","0.131677","complete","7322","","30","0.309502","2415","","6585","67","","","6615"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.7694200538098812","","2520","2959","","0","5152","107970","0","782","","0.084609","","satisfy","549","0","","","0","","1","544","results_rect","","3779","","0.059438","complete","8829","","32","0.35482","3003","","8000","73","","","8032"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","13.541391106322408","261","120","99","","","","16314832","0","357","","0.002","593347","satisfy","296659","","","","0","","1","160","results_rect","","","","13.2961","","235","","80","0.090883","42","","160","","","1",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.232077466324","26022","533","135","","","1404","3692108716","0","2947","0.05","0.04","7299908","satisfy","6968292","","0.0","6968292","0","25858","0","104","results_rect","0.0","","1807822146","1199.867","","1606","331607","52","0.131325","17","162","1560","","","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.1149128079414368","","3087","3561","","0","6264","1819716","0","944","","0.100381","","satisfy","12181","8677","","","333","","1","684","results_rect","","5666","","1.327485","complete","10696","","36","0.38698","237","","9774","81","","","9738"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","722.9499553758651","","6302","7086","","0","12834","450842729","0","1501","","0.198941","","satisfy","3380661","3384985","","","0","","1","1104","results_rect","","128","","721.575331","complete","21316","","46","0.716228","148","","19849","111","","","19803"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.3271188996732","","144","127","","","","","0","","","","","satisfy","","","","","","","0","192","results_rect","","","","","","285","","96","0.095014","","","192","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","1.8158536273986101","","7620","8575","","0","15600","346914","0","1653","","0.244028","","satisfy","1367","0","","","0","","1","1200","results_rect","","10418","","0.255159","complete","25713","","48","0.822872","8710","","24000","121","","","24048"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.2517062351108","","162","145","","","","","0","","","","","satisfy","","","","","","","0","216","results_rect","","","","","","321","","108","0.098871","","","216","","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.3228976596146822","8498","272","81","","","612","545203","0","1309","0.02","0.017","1236","satisfy","1182","","0.0","1182","0","8397","1","68","results_rect","0.0","","-2137588064","0.059","","742","38","34","0.102336","15","99","714","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.3737943917512894","","4872","5523","","0","9912","369294","0","1265","","0.159192","","satisfy","1525","0","","","0","","1","924","results_rect","","7411","","0.25322","complete","16608","","42","0.584074","5654","","15372","99","","","15330"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.3126522321254","","174","153","","","","","0","","","","","satisfy","","","","","","","0","232","results_rect","","","","","","343","","116","0.093765","","","232","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.752990810200572","","2703","3124","","0","5474","115081","0","852","","0.090198","","satisfy","549","0","","","0","","1","612","results_rect","","4069","","0.060252","complete","9384","","34","0.343913","3293","","8551","75","","","8517"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7422400210052729","","2070","2458","","0","4230","169604","0","692","","0.071137","","satisfy","809","0","","","0","","1","480","results_rect","","3483","","0.087331","complete","7322","","30","0.31443","2432","","6585","67","","","6615"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.2244389802217484","","3933","4543","","0","8056","267176","0","1069","","0.12938","","satisfy","1320","0","","","0","","1","760","results_rect","","6165","","0.173677","complete","13584","","38","0.500206","4628","","12464","91","","","12502"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.5765336509793997","10916","297","91","","","684","7626606","0","1463","0.04","0.018","20914","satisfy","20168","","0.0","20168","0","10804","1","72","results_rect","0.0","","-499182009","1.292","","824","727","36","0.116598","19","110","792","","","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7424699459224939","","2070","2458","","0","4230","234326","0","692","","0.070668","","satisfy","1340","1015","","","79","","1","480","results_rect","","2969","","0.120879","complete","7322","","30","0.314992","2457","","6585","67","","","6615"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.3956637606024742","","96","75","0","","","83708","0","","","","","satisfy","1314","","","","","155","1","128","results_rect","","","","0.086203","","187","","64","0.097442","","","128","","0","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.592443972826004","","3087","3561","","0","6264","3264321","0","944","","0.106323","","satisfy","25307","25391","","","0","","1","684","results_rect","","64","","2.803271","complete","10696","","36","0.405076","84","","9774","81","","","9738"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.2893293369561434","","2890","3383","","0","5916","659075","0","870","","0.095782","","satisfy","4103","2614","","","33","","1","612","results_rect","","1804","","0.461543","complete","10098","","34","0.379215","166","","9180","79","","","9214"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.2400411535054","","150","133","","","","","0","","","","","satisfy","","","","","","","0","200","results_rect","","","","","","297","","100","0.101182","","","200","","","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7293650414795","","12702","14077","","0","25984","783770035","0","2346","","0.416934","","satisfy","4325649","4329086","","","0","","0","1740","results_rect","","0","","1198.228745","complete","42262","","58","1.3512","18","","39846","151","","","39904"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","4.9945439994335175","","7975","8904","","0","16250","4014798","0","1755","","0.262495","","satisfy","14040","10640","","","441","","1","1300","results_rect","","10114","","3.261617","complete","26792","","50","0.944348","766","","25075","123","","","25025"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","2.015945177525282","","114","97","0","","","2211294","0","","","","","satisfy","31980","","","","","250","1","152","results_rect","","","","1.74664","","225","","76","0.107547","","","152","","0","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","163.87948733381927","","10395","11593","","0","21276","138648813","0","2052","","0.341056","","satisfy","592352","468172","","","19493","","1","1512","results_rect","","402647","","161.724714","complete","34788","","54","1.15721","1836","","32670","139","","","32724"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.1726276110858","359","162","141","","","","627177038","0","483","","0.002635","60632889","satisfy","30316363","","","","0","","0","216","results_rect","","","","1199.9","","319","","108","0.094005","71","","216","","","0",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5277971234172583","","4610","5283","","0","9440","501355","0","1179","","0.157249","","satisfy","2879","2450","","","1","","1","840","results_rect","","754","","0.42397","complete","15812","","40","0.578566","223","","14580","97","","","14620"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.5180288199335337","","3933","4543","","0","8056","731492","0","1069","","0.130483","","satisfy","3713","2723","","","39","","1","760","results_rect","","1472","","0.513644","complete","13584","","38","0.539627","189","","12464","91","","","12502"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.3090765308589","","174","157","","","","","0","","","","","satisfy","","","","","","","0","232","results_rect","","","","","","345","","116","0.091776","","","232","","","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.5532624945045","","8375","9408","","0","17150","643643026","0","1777","","0.270326","","satisfy","4695763","4701620","","","0","","0","1300","results_rect","","0","","1198.759076","complete","28214","","50","0.966672","15","","26375","127","","","26425"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","7.887391317635775","","9936","11022","","0","20250","5821702","0","2029","","0.330337","","satisfy","20144","15794","","","65","","1","1512","results_rect","","7589","","5.751449","complete","33172","","54","1.11955","2637","","31185","135","","","31131"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","0.9486821833997965","","3087","3561","","0","6264","229780","0","944","","0.10019","","satisfy","1324","0","","","0","","1","684","results_rect","","5148","","0.148286","complete","10696","","36","0.386017","3676","","9774","81","","","9738"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.6331654656678438","9324","272","85","","","612","8418511","0","1313","0.02","0.016","23374","satisfy","22672","","0.0","22672","0","9219","1","68","results_rect","0.0","","-365646203","1.309","","744","680","34","0.112438","21","103","714","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","1.4206871278584003","","5166","5905","","0","10584","314854","0","1286","","0.167201","","satisfy","1352","0","","","0","","1","924","results_rect","","7621","","0.203326","complete","17678","","42","0.654664","5997","","16338","103","","","16380"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.3807375524193","28866","567","145","","","1512","4630896474","0","3173","0.05","0.047","7489729","satisfy","7286334","","0.0","7286334","0","28691","0","108","results_rect","0.0","","-1065475842","1199.847","","1724","203384","54","0.149438","16","173","1674","","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","431.69591469317675","18932","437","117","","","1104","1506359629","0","2329","0.05","0.032","3322642","satisfy","3185175","","0.0","3185175","0","18789","1","92","results_rect","0.0","","-71208333","431.285","","1282","137444","46","0.132891","25","141","1242","","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.222099430859","28214","533","139","","","1404","3780819549","0","2951","0.05","0.043","7409687","satisfy","7001406","","0.0","7001406","0","28046","0","104","results_rect","0.0","","-1518462503","1199.868","","1608","408270","52","0.1294","19","166","1560","","","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","766.2088582683355","","5995","6803","","0","12276","428175968","0","1407","","0.194703","","satisfy","3372079","3376331","","","0","","1","1012","results_rect","","108","","764.717429","complete","20383","","44","0.704929","126","","18920","109","","","18964"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.2411636579782","","168","151","","","","","0","","","","","satisfy","","","","","","","0","224","results_rect","","","","","","333","","112","0.095226","","","224","","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.30790409073233604","","90","73","0","","","82854","0","","","","","satisfy","1314","","","","","148","1","120","results_rect","","","","0.083631","","177","","60","0.086893","","","120","","0","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.9252298157662153","","3686","4216","","0","7486","3712005","0","1049","","0.124138","","satisfy","22965","23054","","","0","","1","760","results_rect","","86","","3.051533","complete","12672","","38","0.447223","107","","11647","87","","","11609"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8205494098365307","","2520","2959","","0","5152","278521","0","782","","0.084413","","satisfy","1575","1260","","","92","","1","544","results_rect","","3500","","0.149543","complete","8829","","32","0.338928","2915","","8000","73","","","8032"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.9498135261237621","","108","91","0","","","2206681","0","","","","","satisfy","30243","","","","","293","1","144","results_rect","","","","1.64384","","213","","72","0.103528","","","144","","0","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.3496803808957338","","4610","5283","","0","9440","354627","0","1179","","0.157084","","satisfy","1525","0","","","0","","1","840","results_rect","","7078","","0.260282","complete","15812","","40","0.579161","5321","","14580","97","","","14620"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","251.44913738965988","281","126","109","","","","207704890","0","377","","0.010234","14244726","satisfy","7122281","","","","0","","1","168","results_rect","","","","251.149","","249","","84","0.091872","61","","168","","","1",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.8303948193788528","","2232","2603","","0","4512","180772","0","758","","0.077977","","satisfy","809","0","","","0","","1","544","results_rect","","3712","","0.089102","complete","7813","","32","0.323693","2661","","7072","69","","","7040"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7323548663407564","","2232","2603","","0","4512","249940","0","758","","0.075317","","satisfy","1340","1015","","","79","","1","544","results_rect","","3210","","0.123644","complete","7813","","32","0.302738","2698","","7072","69","","","7040"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.1599507238715887","","3087","3561","","0","6264","1819716","0","944","","0.105912","","satisfy","12181","8677","","","333","","1","684","results_rect","","5666","","1.37472","complete","10696","","36","0.398447","237","","9774","81","","","9738"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.0339211877435446","","3465","4015","","0","7092","278628","0","971","","0.116075","","satisfy","1403","0","","","0","","1","684","results_rect","","5714","","0.179269","complete","12001","","36","0.426097","4085","","10980","85","","","11016"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.4565164726227522","","4610","5283","","0","9440","501355","0","1179","","0.157901","","satisfy","2879","2450","","","1","","1","840","results_rect","","755","","0.404085","complete","15812","","40","0.549765","224","","14580","97","","","14620"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","742.9137506242841","","144","123","0","","","966353428","0","","","","","satisfy","10452600","","","","","532","1","192","results_rect","","","","742.678","","283","","96","0.08745","","","192","","0","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5311412904412","","8375","9408","","0","17150","623452572","0","1777","","0.282087","","satisfy","4543787","4549264","","","0","","0","1300","results_rect","","0","","1198.723941","complete","28214","","50","0.990784","15","","26375","127","","","26425"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","23.16823573037982","","4610","5283","","0","9440","22938853","0","1179","","0.148755","","satisfy","145123","145417","","","0","","1","840","results_rect","","92","","22.132489","complete","15812","","40","0.548687","114","","14580","97","","","14620"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","23.829456381499767","","4872","5523","","0","9912","24196840","0","1265","","0.159271","","satisfy","144681","144959","","","0","","1","924","results_rect","","103","","22.663316","complete","16608","","42","0.624698","126","","15372","99","","","15330"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.4366415590048","","6647","7527","","0","13616","673258607","0","1522","","0.212469","","satisfy","5153548","5157564","","","0","","0","1104","results_rect","","0","","1199.0487","complete","22556","","46","0.737266","19","","20976","115","","","21022"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.0421917494386435","","102","85","0","","","2194805","0","","","","","satisfy","32984","","","","","251","1","136","results_rect","","","","1.73758","","201","","68","0.103373","","","136","","0","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.892390275374055","225","102","85","","","","5499248","0","305","","0.001857","241576","satisfy","120774","","","","0","","1","136","results_rect","","","","3.58162","","201","","68","0.099534","43","","136","","","1",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.7874238695949316","12414","323","97","","","760","9508649","0","1621","0.04","0.021","23765","satisfy","22882","","0.0","22882","0","12295","1","76","results_rect","0.0","","2099132223","1.487","","908","864","38","0.113875","20","117","874","","","",""
